ENSG00000004478|ENSG00000004478.8|ENSP00000001008|ENSP00000001008.4,1.1540188587425637
ENSG00000166435|ENSG00000166435.17|ENSP00000319303|ENSP00000319303.8,1.0782294908991004
ENSG00000178021|ENSG00000178021.11|ENSP00000417919|ENSP00000417919.2,1.0605069372089324
ENSG00000143110|ENSG00000143110.12|ENSP00000344218|ENSP00000344218.5,1.119400164157805
ENSG00000115590|ENSG00000115590.14|ENSP00000330959|ENSP00000330959.3,1.0306839311123568
ENSG00000181038|ENSG00000181038.14|ENSP00000341543|ENSP00000341543.5,1.179249946204394
ENSG00000089351|ENSG00000089351.15|ENSP00000441032|ENSP00000441032.1,1.2295925417974394
ENSG00000152601|ENSG00000152601.18|ENSP00000319374|ENSP00000319374.5,1.0528502125549308
ENSG00000006128|ENSG00000006128.12|ENSP00000321106|ENSP00000321106.5,1.2895258824131848
ENSG00000165376|ENSG00000165376.12|ENSP00000336571|ENSP00000336571.1,1.109896392368362
ENSG00000184140|ENSG00000184140.6|ENSP00000327525|ENSP00000327525.4,1.0634673780204515
ENSG00000179915|ENSG00000179915.25|ENSP00000341184|ENSP00000341184.5,0.9856657596120437
ENSG00000102738|ENSG00000102738.8|ENSP00000315397|ENSP00000315397.6,1.0640605241747838
ENSG00000172468|ENSG00000172468.14|ENSP00000342302|ENSP00000342302.4,1.151341582188923
ENSG00000179603|ENSG00000179603.19|ENSP00000344173|ENSP00000344173.2,1.0128460602007736
ENSG00000076248|ENSG00000076248.12|ENSP00000337398|ENSP00000337398.2,1.071496938732987
ENSG00000187609|ENSG00000187609.16|ENSP00000340474|ENSP00000340474.4,1.2131323960853435
ENSG00000239900|ENSG00000239900.14|ENSP00000341429|ENSP00000341429.6,1.0603035438569142
ENSG00000143452|ENSG00000143452.16|ENSP00000326489|ENSP00000326489.7,1.1981422644674447
ENSG00000176909|ENSG00000176909.13|ENSP00000324175|ENSP00000324175.5,1.0018090357452647
ENSG00000013561|ENSG00000013561.18|ENSP00000324956|ENSP00000324956.3,1.0975861809920664
ENSG00000188807|ENSG00000188807.13|ENSP00000344772|ENSP00000344772.5,1.3949885851758062
ENSG00000119523|ENSG00000119523.10|ENSP00000326609|ENSP00000326609.6,1.0348668672110506
ENSG00000197891|ENSG00000197891.12|ENSP00000336836|ENSP00000336836.7,1.2051622056546516
ENSG00000186480|ENSG00000186480.13|ENSP00000344741|ENSP00000344741.4,1.0197232016536277
ENSG00000107164|ENSG00000107164.17|ENSP00000318177|ENSP00000318177.9,1.0459326080473519
ENSG00000148334|ENSG00000148334.16|ENSP00000345341|ENSP00000345341.6,1.3534047521661734
ENSG00000186479|ENSG00000186479.5|ENSP00000334851|ENSP00000334851.2,0.9982177174396084
ENSG00000150991|ENSG00000150991.16|ENSP00000344818|ENSP00000344818.5,1.351719689962744
ENSG00000136169|ENSG00000136169.17|ENSP00000326477|ENSP00000326477.9,1.1346099025298317
ENSG00000176422|ENSG00000176422.14|ENSP00000338034|ENSP00000338034.5,1.191282970465286
ENSG00000067048|ENSG00000067048.17|ENSP00000336725|ENSP00000336725.3,1.086809689065764
ENSG00000109771|ENSG00000109771.16|ENSP00000332681|ENSP00000332681.7,1.1572432336274532
ENSG00000100294|ENSG00000100294.13|ENSP00000331306|ENSP00000331306.5,1.1790822274221249
ENSG00000124214|ENSG00000124214.21|ENSP00000345425|ENSP00000345425.6,1.026037061588116
ENSG00000178804|ENSG00000178804.8|ENSP00000319799|ENSP00000319799.2,1.0573994048632227
ENSG00000185298|ENSG00000185298.13|ENSP00000329360|ENSP00000329360.8,1.1981862042176985
ENSG00000178105|ENSG00000178105.12|ENSP00000314348|ENSP00000314348.3,1.0770559558425719
ENSG00000128918|ENSG00000128918.15|ENSP00000309623|ENSP00000309623.3,1.0707932111337448
ENSG00000115641|ENSG00000115641.19|ENSP00000322909|ENSP00000322909.8,1.4472450891509157
ENSG00000184254|ENSG00000184254.18|ENSP00000343294|ENSP00000343294.6,1.1208688096897976
ENSG00000077942|ENSG00000077942.19|ENSP00000342212|ENSP00000342212.5,1.2168129200793145
ENSG00000184056|ENSG00000184056.15|ENSP00000327650|ENSP00000327650.4,1.082262166967005
ENSG00000004809|ENSG00000004809.14|ENSP00000328583|ENSP00000328583.4,0.9908817792861169
ENSG00000092036|ENSG00000092036.19|ENSP00000343473|ENSP00000343473.2,1.0874850730350651
ENSG00000082175|ENSG00000082175.16|ENSP00000325120|ENSP00000325120.5,0.9130609943082736
ENSG00000151445|ENSG00000151445.16|ENSP00000339122|ENSP00000339122.2,1.0189327837207542
ENSG00000166348|ENSG00000166348.20|ENSP00000345216|ENSP00000345216.4,0.974895478942681
ENSG00000188859|ENSG00000188859.7|ENSP00000339681|ENSP00000339681.3,1.3727577677313214
ENSG00000124702|ENSG00000124702.19|ENSP00000313995|ENSP00000313995.4,1.084115555354068
ENSG00000130558|ENSG00000130558.20|ENSP00000340318|ENSP00000340318.6,1.312948750638703
ENSG00000108021|ENSG00000108021.22|ENSP00000328426|ENSP00000328426.5,0.9991285740633491
ENSG00000117475|ENSG00000117475.14|ENSP00000327541|ENSP00000327541.2,1.1092286193715843
ENSG00000176928|ENSG00000176928.7|ENSP00000317027|ENSP00000317027.4,1.082052166558462
ENSG00000106823|ENSG00000106823.13|ENSP00000344758|ENSP00000344758.5,1.0381250933545316
ENSG00000187037|ENSG00000187037.9|ENSP00000334540|ENSP00000334540.1,1.0741136529478406
ENSG00000164733|ENSG00000164733.23|ENSP00000342070|ENSP00000342070.3,1.2218612736698788
ENSG00000179059|ENSG00000179059.10|ENSP00000317686|ENSP00000317686.4,1.0317410175387436
ENSG00000067225|ENSG00000067225.21|ENSP00000334983|ENSP00000334983.5,1.1545104358099072
ENSG00000179152|ENSG00000179152.20|ENSP00000341539|ENSP00000341539.4,1.0838117891864476
ENSG00000187824|ENSG00000187824.9|ENSP00000339830|ENSP00000339830.4,1.113279365323165
ENSG00000134265|ENSG00000134265.13|ENSP00000324628|ENSP00000324628.6,1.1203416238218398
ENSG00000130714|ENSG00000130714.19|ENSP00000343034|ENSP00000343034.7,1.082699789803932
ENSG00000187231|ENSG00000187231.14|ENSP00000334183|ENSP00000334183.5,1.3988588917330242
ENSG00000185437|ENSG00000185437.16|ENSP00000332513|ENSP00000332513.5,1.2539662169081234
ENSG00000042062|ENSG00000042062.13|ENSP00000332663|ENSP00000332663.3,1.1421587045299066
ENSG00000086758|ENSG00000086758.17|ENSP00000340648|ENSP00000340648.3,0.9684644906812228
ENSG00000185842|ENSG00000185842.16|ENSP00000332424|ENSP00000332424.6,1.1529488530447005
ENSG00000182896|ENSG00000182896.13|ENSP00000331466|ENSP00000331466.4,1.0880687271154903
ENSG00000109089|ENSG00000109089.7|ENSP00000336587|ENSP00000336587.5,1.487773782061357
ENSG00000112305|ENSG00000112305.15|ENSP00000313382|ENSP00000313382.5,1.0915057939617616
ENSG00000183888|ENSG00000183888.4|ENSP00000332162|ENSP00000332162.2,1.126215396899522
ENSG00000138670|ENSG00000138670.19|ENSP00000338437|ENSP00000338437.7,1.0676419017023433
ENSG00000122873|ENSG00000122873.12|ENSP00000363041|ENSP00000363041.4,1.3173393750482845
ENSG00000126895|ENSG00000126895.16|ENSP00000338072|ENSP00000338072.5,1.1614571525425255
ENSG00000166352|ENSG00000166352.18|ENSP00000299442|ENSP00000299442.6,1.280732776932184
ENSG00000115540|ENSG00000115540.15|ENSP00000315702|ENSP00000315702.4,1.227636946217506
ENSG00000166128|ENSG00000166128.13|ENSP00000312734|ENSP00000312734.4,1.1596131188754513
ENSG00000184261|ENSG00000184261.5|ENSP00000327611|ENSP00000327611.3,1.693320986233444
ENSG00000144468|ENSG00000144468.17|ENSP00000344779|ENSP00000344779.3,1.0464596271570417
ENSG00000001561|ENSG00000001561.7|ENSP00000318066|ENSP00000318066.3,1.1363958803415295
ENSG00000135913|ENSG00000135913.11|ENSP00000345043|ENSP00000345043.5,1.0118972651101887
ENSG00000164334|ENSG00000164334.16|ENSP00000334285|ENSP00000334285.6,1.1334867354460616
ENSG00000170777|ENSG00000170777.11|ENSP00000341677|ENSP00000341677.5,1.1085014252023344
ENSG00000116406|ENSG00000116406.20|ENSP00000318147|ENSP00000318147.7,1.0713644306936074
ENSG00000128567|ENSG00000128567.17|ENSP00000319782|ENSP00000319782.9,0.985800382001232
ENSG00000137343|ENSG00000137343.18|ENSP00000327832|ENSP00000327832.5,1.026299333885327
ENSG00000130038|ENSG00000130038.10|ENSP00000331047|ENSP00000331047.5,1.281694175208245
ENSG00000154529|ENSG00000154529.15|ENSP00000481131|ENSP00000481131.1,0.9828233391653384
ENSG00000168488|ENSG00000168488.19|ENSP00000315650|ENSP00000315650.6,0.9713926179003962
ENSG00000114650|ENSG00000114650.21|ENSP00000324296|ENSP00000324296.6,1.075763401924071
ENSG00000198517|ENSG00000198517.10|ENSP00000344903|ENSP00000344903.4,1.578883158237752
ENSG00000137868|ENSG00000137868.19|ENSP00000326085|ENSP00000326085.5,1.141625377311608
ENSG00000066651|ENSG00000066651.20|ENSP00000333934|ENSP00000333934.5,1.08853767927053
ENSG00000149100|ENSG00000149100.13|ENSP00000319910|ENSP00000319910.5,1.072000078260125
ENSG00000137473|ENSG00000137473.19|ENSP00000316740|ENSP00000316740.4,1.0947913743605815
ENSG00000184489|ENSG00000184489.13|ENSP00000332274|ENSP00000332274.1,1.5109201311962561
ENSG00000100351|ENSG00000100351.17|ENSP00000339186|ENSP00000339186.4,1.1542495255567529
ENSG00000183779|ENSG00000183779.7|ENSP00000332325|ENSP00000332325.4,1.182660098516886
ENSG00000103275|ENSG00000103275.22|ENSP00000324897|ENSP00000324897.5,1.222131545149898
ENSG00000018699|ENSG00000018699.13|ENSP00000313953|ENSP00000313953.4,1.023532806806129
ENSG00000186723|ENSG00000186723.4|ENSP00000335596|ENSP00000335596.2,1.4251407217072103
ENSG00000179172|ENSG00000179172.10|ENSP00000365370|ENSP00000365370.4,1.1144428087845861
ENSG00000188807|ENSG00000188807.13|ENSP00000344503|ENSP00000344503.6,1.2042846657842599
ENSG00000103168|ENSG00000103168.17|ENSP00000345305|ENSP00000345305.6,1.0890225479310998
ENSG00000155975|ENSG00000155975.10|ENSP00000318629|ENSP00000318629.4,1.0391296257307383
ENSG00000187912|ENSG00000187912.12|ENSP00000341620|ENSP00000341620.5,1.1714110208473718
ENSG00000183475|ENSG00000183475.13|ENSP00000328327|ENSP00000328327.8,1.0112723363209972
ENSG00000144647|ENSG00000144647.7|ENSP00000344125|ENSP00000344125.2,1.3763277073824662
ENSG00000175582|ENSG00000175582.20|ENSP00000336850|ENSP00000336850.3,1.1225552666412018
ENSG00000178031|ENSG00000178031.18|ENSP00000327887|ENSP00000327887.7,1.0330667918503842
ENSG00000176108|ENSG00000176108.9|ENSP00000317468|ENSP00000317468.5,1.5095608403134422
ENSG00000185158|ENSG00000185158.13|ENSP00000340519|ENSP00000340519.7,0.992181033908003
ENSG00000154889|ENSG00000154889.17|ENSP00000327257|ENSP00000327257.6,1.0663248054659598
ENSG00000157823|ENSG00000157823.17|ENSP00000338777|ENSP00000338777.4,1.231586943624325
ENSG00000145675|ENSG00000145675.16|ENSP00000338554|ENSP00000338554.5,1.1479440334997657
ENSG00000180628|ENSG00000180628.15|ENSP00000337500|ENSP00000337500.5,1.2050952325867466
ENSG00000123473|ENSG00000123473.17|ENSP00000337367|ENSP00000337367.6,1.0572087010909006
ENSG00000113460|ENSG00000113460.13|ENSP00000338862|ENSP00000338862.5,1.1721115609657935
ENSG00000151292|ENSG00000151292.19|ENSP00000334735|ENSP00000334735.5,1.1714914416232958
ENSG00000074266|ENSG00000074266.24|ENSP00000315587|ENSP00000315587.4,1.1617484048122095
ENSG00000117069|ENSG00000117069.15|ENSP00000436263|ENSP00000436263.1,1.2969730518608402
ENSG00000183337|ENSG00000183337.18|ENSP00000345923|ENSP00000345923.4,0.9646637711919945
ENSG00000108242|ENSG00000108242.13|ENSP00000341293|ENSP00000341293.5,1.096719876531788
ENSG00000008130|ENSG00000008130.15|ENSP00000344340|ENSP00000344340.3,1.2039478919863502
ENSG00000213859|ENSG00000213859.8|ENSP00000328352|ENSP00000328352.5,1.1388503966541415
ENSG00000119725|ENSG00000119725.21|ENSP00000323293|ENSP00000323293.6,0.995114359558416
ENSG00000130024|ENSG00000130024.15|ENSP00000341805|ENSP00000341805.4,1.049138524536951
ENSG00000110536|ENSG00000110536.14|ENSP00000325958|ENSP00000325958.9,1.2054757165197432
ENSG00000139146|ENSG00000139146.14|ENSP00000337477|ENSP00000337477.4,1.1179101590395637
ENSG00000183742|ENSG00000183742.13|ENSP00000328410|ENSP00000328410.4,1.0718248577323946
ENSG00000085117|ENSG00000085117.13|ENSP00000339686|ENSP00000339686.3,1.490569961160395
ENSG00000183607|ENSG00000183607.10|ENSP00000329292|ENSP00000329292.4,1.2720788047576599
ENSG00000197951|ENSG00000197951.11|ENSP00000328245|ENSP00000328245.5,1.393467802654683
ENSG00000145675|ENSG00000145675.16|ENSP00000323512|ENSP00000323512.8,1.131166292010825
ENSG00000158089|ENSG00000158089.15|ENSP00000314500|ENSP00000314500.5,1.1283547261071827
ENSG00000188056|ENSG00000188056.12|ENSP00000342570|ENSP00000342570.2,1.1733851439689391
ENSG00000204472|ENSG00000204472.13|ENSP00000338776|ENSP00000338776.7,1.2039286659101471
ENSG00000186474|ENSG00000186474.16|ENSP00000324181|ENSP00000324181.4,1.1633960698390864
ENSG00000171853|ENSG00000171853.16|ENSP00000324318|ENSP00000324318.5,1.096973762285638
ENSG00000198466|ENSG00000198466.12|ENSP00000345479|ENSP00000345479.4,1.1228333189476516
ENSG00000067225|ENSG00000067225.21|ENSP00000320171|ENSP00000320171.6,1.1540743027923517
ENSG00000020633|ENSG00000020633.19|ENSP00000343477|ENSP00000343477.3,1.306194285135465
ENSG00000183734|ENSG00000183734.5|ENSP00000332293|ENSP00000332293.4,1.178634102120109
ENSG00000130255|ENSG00000130255.13|ENSP00000252543|ENSP00000252543.3,1.5273408875774555
ENSG00000177599|ENSG00000177599.13|ENSP00000313443|ENSP00000313443.5,1.2520592154591175
ENSG00000108176|ENSG00000108176.15|ENSP00000343575|ENSP00000343575.6,1.2890109211592913
ENSG00000186867|ENSG00000186867.11|ENSP00000335610|ENSP00000335610.5,1.2022746882289856
ENSG00000119314|ENSG00000119314.17|ENSP00000340705|ENSP00000340705.2,1.069326763156599
ENSG00000105204|ENSG00000105204.14|ENSP00000312789|ENSP00000312789.4,1.1698667964959886
ENSG00000119408|ENSG00000119408.17|ENSP00000319734|ENSP00000319734.5,1.370022817497563
ENSG00000092377|ENSG00000092377.15|ENSP00000328879|ENSP00000328879.4,1.0648002762678461
ENSG00000184357|ENSG00000184357.5|ENSP00000330074|ENSP00000330074.4,1.1118495604628158
ENSG00000120756|ENSG00000120756.13|ENSP00000336831|ENSP00000336831.3,1.0486215498397493
ENSG00000114770|ENSG00000114770.17|ENSP00000333926|ENSP00000333926.6,1.0170489137537495
ENSG00000280789|ENSG00000280789.2|ENSP00000326519|ENSP00000326519.6,1.1534045741473438
ENSG00000165891|ENSG00000165891.16|ENSP00000323246|ENSP00000323246.7,0.9589138699605801
ENSG00000143420|ENSG00000143420.19|ENSP00000341743|ENSP00000341743.5,1.216035532859827
ENSG00000087365|ENSG00000087365.16|ENSP00000318861|ENSP00000318861.6,1.1239083446012605
ENSG00000184752|ENSG00000184752.14|ENSP00000330737|ENSP00000330737.2,1.2195544075198688
ENSG00000179914|ENSG00000179914.5|ENSP00000323587|ENSP00000323587.3,1.1425887492470845
ENSG00000163913|ENSG00000163913.14|ENSP00000323973|ENSP00000323973.3,1.1161222065685854
ENSG00000184508|ENSG00000184508.12|ENSP00000330721|ENSP00000330721.3,1.4485976896197217
ENSG00000158578|ENSG00000158578.21|ENSP00000337131|ENSP00000337131.4,1.1466620960500304
ENSG00000185069|ENSG00000185069.2|ENSP00000330101|ENSP00000330101.2,1.1125180365504055
ENSG00000053328|ENSG00000053328.9|ENSP00000344071|ENSP00000344071.4,1.0356478436663097
ENSG00000184787|ENSG00000184787.19|ENSP00000338348|ENSP00000338348.3,1.223665380994669
ENSG00000176170|ENSG00000176170.14|ENSP00000313681|ENSP00000313681.3,1.1105177560789838
ENSG00000118197|ENSG00000118197.14|ENSP00000330460|ENSP00000330460.6,1.0487356068227254
ENSG00000180481|ENSG00000180481.11|ENSP00000317385|ENSP00000317385.4,1.140250391239418
ENSG00000197309|ENSG00000197309.5|ENSP00000323895|ENSP00000323895.6,1.057506314760759
ENSG00000109332|ENSG00000109332.20|ENSP00000337208|ENSP00000337208.3,1.2526955095343055
ENSG00000185985|ENSG00000185985.11|ENSP00000334374|ENSP00000334374.5,1.0023656017596958
ENSG00000188529|ENSG00000188529.15|ENSP00000342913|ENSP00000342913.5,1.0532737369657825
ENSG00000067445|ENSG00000067445.22|ENSP00000318278|ENSP00000318278.8,1.0633881275382169
ENSG00000178217|ENSG00000178217.15|ENSP00000345295|ENSP00000345295.2,1.21010471757405
ENSG00000182218|ENSG00000182218.10|ENSP00000330601|ENSP00000330601.5,1.3256228967932915
ENSG00000176809|ENSG00000176809.11|ENSP00000325713|ENSP00000325713.5,0.985071751364201
ENSG00000095970|ENSG00000095970.17|ENSP00000342651|ENSP00000342651.4,1.1710529069334803
ENSG00000107362|ENSG00000107362.14|ENSP00000330222|ENSP00000330222.6,1.0751619169271922
ENSG00000189375|ENSG00000189375.12|ENSP00000339973|ENSP00000339973.4,1.1303384025832348
ENSG00000134419|ENSG00000134419.15|ENSP00000318646|ENSP00000318646.4,1.2389621172492866
ENSG00000152402|ENSG00000152402.11|ENSP00000344874|ENSP00000344874.2,0.9910513196538908
ENSG00000174564|ENSG00000174564.13|ENSP00000328133|ENSP00000328133.4,1.172311804185716
ENSG00000179300|ENSG00000179300.4|ENSP00000316794|ENSP00000316794.1,1.126732437156217
ENSG00000146731|ENSG00000146731.11|ENSP00000352019|ENSP00000352019.2,1.047045742078484
ENSG00000088367|ENSG00000088367.23|ENSP00000337168|ENSP00000337168.2,1.143000309065365
ENSG00000141391|ENSG00000141391.14|ENSP00000338988|ENSP00000338988.3,1.1529220678248535
ENSG00000070756|ENSG00000070756.17|ENSP00000313007|ENSP00000313007.5,1.0695263127290784
ENSG00000121749|ENSG00000121749.16|ENSP00000318262|ENSP00000318262.6,1.1488353197048877
ENSG00000179284|ENSG00000179284.6|ENSP00000323155|ENSP00000323155.1,1.1575677411691543
ENSG00000140015|ENSG00000140015.20|ENSP00000321427|ENSP00000321427.7,1.0203482696531805
ENSG00000186860|ENSG00000186860.5|ENSP00000333993|ENSP00000333993.3,1.3042947104383338
ENSG00000185306|ENSG00000185306.13|ENSP00000329698|ENSP00000329698.5,0.9870290431916371
ENSG00000181396|ENSG00000181396.13|ENSP00000330075|ENSP00000330075.5,1.1188892894483153
ENSG00000150054|ENSG00000150054.19|ENSP00000337907|ENSP00000337907.5,1.0799404271231619
ENSG00000187908|ENSG00000187908.20|ENSP00000343175|ENSP00000343175.3,1.0496743506598334
ENSG00000177302|ENSG00000177302.16|ENSP00000321636|ENSP00000321636.5,1.0773196056474095
ENSG00000185100|ENSG00000185100.12|ENSP00000333019|ENSP00000333019.5,1.140216317594264
ENSG00000100033|ENSG00000100033.17|ENSP00000334726|ENSP00000334726.2,1.3503572052682502
ENSG00000105662|ENSG00000105662.16|ENSP00000345001|ENSP00000345001.5,1.1836020929153095
ENSG00000167014|ENSG00000167014.11|ENSP00000340644|ENSP00000340644.3,1.1683827843176136
ENSG00000010030|ENSG00000010030.14|ENSP00000341843|ENSP00000341843.4,1.2286632411997296
ENSG00000078304|ENSG00000078304.20|ENSP00000333905|ENSP00000333905.4,1.0694035393012795
ENSG00000189298|ENSG00000189298.14|ENSP00000341883|ENSP00000341883.5,1.1116488612399673
ENSG00000185262|ENSG00000185262.9|ENSP00000331298|ENSP00000331298.6,1.5865072637472106
ENSG00000184708|ENSG00000184708.18|ENSP00000328103|ENSP00000328103.5,0.9520940071148023
ENSG00000075043|ENSG00000075043.21|ENSP00000339611|ENSP00000339611.4,1.3068510477972763
ENSG00000171097|ENSG00000171097.14|ENSP00000317342|ENSP00000317342.6,1.3531526780683842
ENSG00000164691|ENSG00000164691.19|ENSP00000322650|ENSP00000322650.6,1.0599086132163922
ENSG00000178772|ENSG00000178772.7|ENSP00000319464|ENSP00000319464.3,1.2965623444572187
ENSG00000182866|ENSG00000182866.18|ENSP00000337825|ENSP00000337825.5,1.2414115197664244
ENSG00000135535|ENSG00000135535.17|ENSP00000314177|ENSP00000314177.5,0.993324545719094
ENSG00000183530|ENSG00000183530.14|ENSP00000332169|ENSP00000332169.4,0.9675139657371143
ENSG00000184635|ENSG00000184635.17|ENSP00000342002|ENSP00000342002.4,1.3429850633685358
ENSG00000078053|ENSG00000078053.17|ENSP00000317441|ENSP00000317441.5,1.0263644966306655
ENSG00000010327|ENSG00000010327.10|ENSP00000312946|ENSP00000312946.6,1.1420162252944182
ENSG00000141527|ENSG00000141527.19|ENSP00000344549|ENSP00000344549.2,1.2834351694169015
ENSG00000157540|ENSG00000157540.22|ENSP00000342690|ENSP00000342690.3,1.0204841652029555
ENSG00000167863|ENSG00000167863.12|ENSP00000344230|ENSP00000344230.4,1.432778019165383
ENSG00000064393|ENSG00000064393.16|ENSP00000343108|ENSP00000343108.7,1.062897284233375
ENSG00000136487|ENSG00000136487.18|ENSP00000333157|ENSP00000333157.7,1.1324474194765475
ENSG00000125482|ENSG00000125482.13|ENSP00000333920|ENSP00000333920.2,1.0782711576121455
ENSG00000250571|ENSG00000250571.7|ENSP00000345024|ENSP00000345024.1,1.3939995889485757
ENSG00000099910|ENSG00000099910.17|ENSP00000331682|ENSP00000331682.4,1.1687112588198911
ENSG00000127325|ENSG00000127325.19|ENSP00000332413|ENSP00000332413.5,1.0084991855983962
ENSG00000172270|ENSG00000172270.22|ENSP00000333769|ENSP00000333769.3,1.4068468965824934
ENSG00000184557|ENSG00000184557.4|ENSP00000330341|ENSP00000330341.2,1.4037087705947526
ENSG00000005302|ENSG00000005302.19|ENSP00000338078|ENSP00000338078.2,1.048679463484221
